danbai,dan,danhong,hong,jiang,anhong,honghuang,qingzi,danzi,brightness,label,,
40,18,2,0,0,40,1,0,0,107.1408836,danhong,,
39,38,16,0,0,6,0,0,0,173.9842294,danhong,,
0,1,72,8,0,0,19,0,0,199.9033819,danhong,,
16,32,41,7,0,1,1,0,0,199.7303413,danhong,,
20,32,23,11,0,10,0,0,3,136.966889,danhong,,
0,14,71,9,0,3,2,0,0,151.0082845,danhong,,
0,0,36,22,0,2,40,0,0,177.8409989,danhong,,
12,53,28,4,0,4,0,0,0,107.1374581,danhong,,
34,35,17,9,0,5,0,0,0,148.8335946,danhong,,
59,28,11,1,0,0,0,0,0,172.4498693,danhong,,
80,20,0,0,0,0,0,0,0,184.4890561,danhong,,
20,71,7,0,0,1,0,0,0,148.0574827,danhong,,
49,18,5,1,0,0,0,0,27,164.6245916,danhong,,
17,76,6,0,0,0,0,0,0,171.1076114,danhong,,
65,27,3,2,0,2,1,0,0,182.9647663,danhong,,
13,8,6,2,0,71,0,0,0,122.2207543,danhong,,
32,35,27,2,0,5,0,0,0,189.0226818,danhong,,
63,37,0,0,0,0,0,0,0,142.6510463,danhong,,
24,59,9,0,0,4,0,0,4,169.9720201,danhong,,
46,32,11,0,0,11,0,0,0,147.7744656,danhong,,
17,57,23,1,0,2,0,0,0,174.2635233,danhong,,
97,1,0,0,0,2,0,0,0,152.1476114,danhong,,
37,33,8,0,0,3,0,0,18,169.0213552,danhong,,
0,2,66,15,0,15,2,0,0,128.0699585,danhong,,
84,1,0,0,0,4,0,0,11,164.4920161,danhong,,
44,37,15,1,0,0,2,0,0,188.5483158,danhong,,
32,33,23,2,0,10,0,0,0,121.0614196,danhong,,
75,14,0,0,0,11,0,0,0,160.9774588,danhong,,
59,35,2,0,0,4,0,0,0,177.3826659,danhong,,
54,39,4,1,0,2,0,0,0,158.4492213,danhong,,
46,37,13,2,0,1,0,0,0,151.1330065,danhong,,
5,19,59,10,0,7,0,0,0,176.3598809,danhong,,
4,12,59,16,0,5,4,0,0,177.9914391,danhong,,
0,0,24,57,0,0,19,0,0,139.6237481,danhong,,
70,22,4,1,0,4,0,0,0,172.4417729,danhong,,
60,33,6,0,0,0,0,0,0,156.6991831,danhong,,
33,39,24,1,0,1,0,0,3,165.8182602,danhong,,
14,41,29,8,0,8,0,0,0,152.8684163,danhong,,
43,44,9,0,0,4,0,0,0,126.6458968,danhong,,
21,66,12,0,0,0,1,0,0,150.1128229,danhong,,
10,35,30,0,0,24,1,0,0,118.3314557,danhong,,
49,39,9,0,0,2,0,0,0,150.7270732,danhong,,
0,4,78,16,0,1,1,0,0,174.5906918,danhong,,
0,2,39,59,0,0,0,0,0,173.0767537,danhong,,
1,33,50,4,0,6,7,0,0,154.681493,danhong,,
0,0,28,55,0,2,15,0,0,142.3697369,danhong,,
49,25,25,0,0,1,0,0,0,149.514971,danhong,,
57,37,5,0,0,1,0,0,0,164.8736942,danhong,,
0,0,12,66,0,8,14,0,0,112.3431449,danhong,,
18,38,17,8,0,10,9,0,0,146.1607275,danhong,,
0,12,44,31,0,1,12,0,0,137.1556273,danhong,,
40,43,11,4,0,1,0,0,0,177.434818,danhong,,
27,58,14,0,0,0,0,0,0,149.9805422,danhong,,
41,18,24,10,0,6,0,0,0,125.4404282,danhong,,
27,45,23,3,0,0,3,0,0,159.2058147,danhong,,
0,6,60,1,0,5,27,0,0,108.9978916,danhong,,
9,28,29,19,0,7,7,0,0,141.2395317,danhong,,
52,39,8,0,0,0,0,0,0,188.3861466,danhong,,
0,10,56,18,0,3,12,0,0,163.8060857,danhong,,
0,22,62,7,0,4,5,0,0,134.0209017,danhong,,
0,0,23,60,0,1,16,0,0,163.1654918,danhong,,
65,34,0,0,0,1,0,0,0,187.9337734,danhong,,
0,0,72,3,0,0,25,0,0,192.8583808,danhong,,
40,40,17,1,0,1,0,0,0,140.4535129,danhong,,
40,35,22,2,0,1,0,0,0,177.2771143,danhong,,
59,25,6,0,0,9,0,0,0,123.0338065,danhong,,
0,0,79,10,8,3,0,0,0,178.983657,danhong,,
14,38,20,22,0,5,1,0,0,173.2756126,danhong,,
54,33,9,1,0,3,0,0,0,160.7936568,danhong,,
38,32,22,7,0,0,0,0,0,162.1912758,danhong,,
34,53,13,0,0,0,0,0,0,155.1426336,danhong,,
9,51,29,11,0,0,0,0,0,182.0544845,danhong,,
60,16,2,0,0,21,0,0,0,167.6577621,danhong,,
79,19,0,0,0,2,0,0,0,187.2688795,danhong,,
0,0,76,3,0,0,21,0,0,180.1772074,danhong,,
3,11,23,15,0,1,48,0,0,151.1000328,danhong,,
9,38,42,3,0,7,1,0,0,166.8835167,danhong,,
27,50,15,2,0,6,0,0,0,150.8028342,danhong,,
37,41,19,3,0,0,0,0,0,161.0418069,danhong,,
0,11,12,14,0,1,62,0,0,137.1445081,danhong,,
61,28,10,0,0,1,0,0,0,144.9722536,danhong,,
56,24,18,1,0,1,0,0,0,193.1761476,danhong,,
17,60,20,1,0,2,0,0,0,165.8409284,danhong,,
18,54,24,0,0,4,0,0,0,137.7152612,danhong,,
14,56,22,5,0,3,0,0,0,131.6827366,danhong,,
14,46,38,1,0,1,0,0,0,168.855393,danhong,,
10,48,29,12,0,1,0,0,0,129.225428,danhong,,
38,42,19,1,0,0,0,0,0,165.3766964,danhong,,
20,63,11,0,0,5,0,0,0,166.504775,danhong,,
38,10,17,14,0,21,0,0,0,148.8182348,danhong,,
0,0,7,1,0,0,92,0,0,163.2469006,danhong,,
14,21,41,20,0,4,0,0,0,145.9996734,danhong,,
7,16,54,9,0,4,10,0,0,107.5401937,danhong,,
0,40,48,0,0,11,1,0,0,122.7023866,danhong,,
0,5,82,12,0,0,0,0,0,181.526058,danhong,,
74,19,3,0,0,1,3,0,0,164.702818,danhong,,
0,0,36,37,0,2,25,0,0,150.8919303,danhong,,
69,28,3,0,0,0,1,0,0,157.3811424,danhong,,
0,1,35,8,0,1,55,0,0,163.050953,danhong,,
66,29,2,0,0,3,0,0,0,152.7635103,danhong,,
0,15,56,19,0,5,5,0,0,146.7910797,danhong,,
0,1,27,18,0,0,54,0,0,160.9078415,danhong,,
83,13,2,0,0,1,1,0,0,190.9823198,danhong,,
0,6,60,13,0,6,15,0,0,112.9135989,danhong,,
27,34,26,13,0,0,0,0,1,143.9193784,danhong,,
54,34,5,1,0,1,0,0,6,145.7764638,danhong,,
56,33,8,0,0,3,0,0,0,167.1486461,danhong,,
94,5,0,0,0,1,0,0,0,139.5459868,danhong,,
34,46,15,3,0,1,0,0,0,188.103366,danhong,,
36,23,23,3,0,14,0,0,1,109.1633487,danhong,,
0,6,37,31,0,5,21,0,0,143.6622427,danhong,,
1,59,37,0,0,2,1,0,0,170.3909487,danhong,,
48,42,10,0,0,0,0,0,0,185.6892455,danhong,,
76,19,0,0,0,4,0,0,1,161.6650853,danhong,,
13,36,35,2,0,3,12,0,0,143.1663524,danhong,,
47,42,10,0,0,2,0,0,0,153.597603,danhong,,
0,8,87,0,0,0,5,0,0,191.7575418,danhong,,
71,25,2,0,0,1,0,0,0,163.3980972,danhong,,
65,17,1,0,0,16,0,0,0,127.7854863,danhong,,
71,25,1,0,0,3,0,0,0,166.4067624,danhong,,
54,40,3,0,0,0,0,0,3,158.9586055,danhong,,
0,0,10,17,0,15,58,0,0,95.17366953,danhong,,
51,40,5,0,0,0,0,0,4,132.6247004,danhong,,
14,43,21,8,0,6,8,0,0,176.0526525,danhong,,
21,29,34,11,0,4,1,0,0,154.7317504,danhong,,
4,42,43,5,0,3,2,0,0,165.4605294,danhong,,
2,45,42,2,0,0,8,0,0,152.8089226,danhong,,
5,53,32,1,0,0,9,0,0,175.2301738,danhong,,
38,50,10,0,0,1,0,0,0,154.0184366,danhong,,
54,28,18,0,0,0,0,0,0,161.5372732,danhong,,
30,36,28,1,0,1,1,0,3,139.8057809,danhong,,
6,17,32,5,0,2,38,0,0,114.8519502,danhong,,
32,48,15,4,0,0,0,0,0,158.7646458,danhong,,
6,23,56,10,0,1,4,0,0,173.3783171,danhong,,
46,34,0,0,0,20,0,0,0,139.3259912,danhong,,
47,15,3,0,0,36,0,0,0,103.6503397,danhong,,
27,44,24,4,0,2,0,0,0,177.9771325,danhong,,
13,8,70,2,0,0,7,0,0,186.7463197,danhong,,
8,46,37,6,0,2,1,0,0,136.2658626,danhong,,
24,39,19,14,0,3,1,0,0,169.1762287,danhong,,
19,25,35,0,0,0,0,0,22,190.9583837,danhong,,
47,40,13,0,0,0,0,0,0,134.2026313,danhong,,
6,35,51,1,0,4,4,0,0,156.9940822,danhong,,
57,32,10,1,0,0,0,0,0,151.7801846,danhong,,
55,38,7,0,0,0,0,0,0,159.9199179,danhong,,
6,70,24,0,0,0,0,0,0,144.6867482,danhong,,
26,45,28,0,0,2,0,0,0,149.995598,danhong,,
27,22,30,13,0,1,9,0,0,135.2787577,danhong,,
50,35,15,0,0,0,0,0,0,168.0867019,danhong,,
38,39,19,3,0,0,0,0,0,162.699898,danhong,,
45,46,0,0,0,0,0,0,8,164.8985358,danhong,,
51,32,16,1,0,0,0,0,0,168.5874599,danhong,,
0,43,51,6,0,1,0,0,0,194.7192756,danhong,,
0,0,27,5,0,0,68,0,0,143.7294325,danhong,,
4,63,29,2,0,2,0,0,0,126.2256172,danhong,,
14,71,12,0,0,3,0,0,0,178.0745764,danhong,,
85,10,0,0,0,4,0,0,0,147.3386608,danhong,,
87,12,0,0,0,2,0,0,0,181.7499292,danhong,,
0,46,42,1,0,6,4,0,0,155.8880998,danhong,,
21,36,34,4,0,2,3,0,0,152.7916811,danhong,,
54,44,1,0,0,0,0,0,0,159.234476,danhong,,
33,33,26,6,0,1,2,0,0,174.9677953,danhong,,
44,20,29,6,0,0,0,0,0,128.6162672,danhong,,
56,23,0,0,0,21,0,0,0,129.7820127,danhong,,
0,0,6,0,0,26,68,0,0,87.84961388,danhong,,
19,58,19,1,0,0,2,0,0,167.8106879,danhong,,
0,0,3,0,0,0,97,0,0,162.9486741,danhong,,
34,27,34,3,0,0,0,0,1,121.0470817,danhong,,
71,29,0,0,0,0,0,0,0,151.6780249,danhong,,
17,22,24,19,0,10,8,0,0,107.4282797,danhong,,
32,20,35,6,0,6,0,0,1,152.2262139,danhong,,
0,43,45,7,0,2,3,0,0,162.3388747,danhong,,
1,60,35,4,0,0,0,0,0,159.21781,danhong,,
75,22,3,0,0,1,0,0,0,125.465009,danhong,,
71,20,6,1,0,1,0,0,0,145.6451787,danhong,,
13,47,26,4,0,9,0,0,0,179.6470683,danhong,,
1,33,54,9,0,3,0,0,0,168.3831484,danhong,,
16,28,36,10,0,11,0,0,0,144.6953298,danhong,,
0,12,46,40,0,2,0,0,0,162.3246777,danhong,,
97,2,0,0,0,0,0,0,0,165.953174,danhong,,
62,35,4,0,0,0,0,0,0,196.470835,danhong,,
2,11,82,4,0,1,0,0,0,184.7029302,danhong,,
53,6,0,0,0,7,0,0,34,164.6454453,danhong,,
82,7,1,0,0,2,0,0,7,183.6006647,danhong,,
64,30,6,0,0,0,0,0,0,143.3048008,danhong,,
43,35,14,1,0,7,0,0,1,189.0171472,danhong,,
5,30,38,27,0,0,0,0,0,164.1086219,danhong,,
41,25,0,0,0,0,0,0,34,208.4519185,danhong,,
5,71,20,4,0,0,0,0,0,167.4046701,danhong,,
0,0,4,1,0,0,96,0,0,170.8656573,danhong,,
76,22,1,0,0,1,0,0,0,170.6033384,danhong,,
2,36,51,0,0,1,10,0,0,134.5228288,danhong,,
0,0,27,7,0,0,66,0,0,163.358546,danhong,,
3,38,50,1,0,8,1,0,0,155.5492145,danhong,,
53,21,21,0,0,4,1,0,0,172.9030365,danhong,,
98,0,0,0,0,1,0,0,0,123.5797494,danhong,,
45,40,13,1,0,0,0,0,0,162.479892,danhong,,
2,61,27,1,0,8,0,0,0,146.292288,danhong,,
45,34,15,1,0,5,0,0,0,153.9523352,danhong,,
2,53,38,0,0,6,0,0,0,110.77694,danhong,,
32,53,14,1,0,0,0,0,0,197.0774047,danhong,,
9,51,38,0,0,0,2,0,0,199.934198,danhong,,
83,16,1,0,0,0,0,0,0,120.6957576,danhong,,
62,21,1,0,0,0,0,0,15,168.8970044,danhong,,
23,40,28,1,0,8,0,0,0,121.8780896,danhong,,
0,41,57,1,0,0,0,0,0,158.4328112,danhong,,
74,22,2,0,0,2,0,0,0,127.9398999,danhong,,
53,33,13,0,0,0,0,0,0,146.3550614,danhong,,
39,43,7,0,0,4,0,0,7,152.4912689,danhong,,
13,38,28,5,0,16,0,0,0,159.8736209,danhong,,
3,0,0,0,0,58,39,0,0,119.3516762,danhong,,
43,41,9,1,0,6,0,0,0,153.0670325,danhong,,
0,0,54,46,0,0,0,0,0,172.1506696,danhong,,
97,2,0,0,0,1,0,0,0,124.464137,danhong,,
65,26,5,0,0,2,0,0,1,143.014462,danhong,,
6,13,63,7,0,0,11,0,0,119.0916309,danhong,,
24,22,34,13,0,4,4,0,0,152.2568164,danhong,,
54,28,14,1,0,3,0,0,1,167.5850654,danhong,,
44,29,18,4,0,4,0,0,0,151.9112121,danhong,,
79,21,0,0,0,0,0,0,0,149.2545537,danhong,,
0,6,43,16,0,5,29,0,0,127.8496303,danhong,,
0,0,72,21,0,2,5,0,0,142.6356087,danhong,,
83,11,1,0,0,1,0,0,4,150.4936839,danhong,,
41,39,19,0,0,1,0,0,0,161.5076494,danhong,,
66,4,0,0,0,29,0,0,0,128.6546224,danhong,,
3,51,25,8,0,7,5,0,0,153.4408584,danhong,,
6,35,47,11,0,1,0,0,0,198.5142128,danhong,,
4,21,70,2,0,2,1,0,0,204.8423901,danhong,,
11,62,20,0,0,6,0,0,0,113.8633881,danhong,,
1,35,46,11,0,8,0,0,0,135.2516349,danhong,,
59,21,0,0,0,0,0,0,21,200.5676576,danhong,,
31,47,21,1,0,0,0,0,0,153.5329602,danhong,,
61,37,1,0,0,1,0,0,0,141.0220002,danhong,,
8,14,47,24,0,6,0,0,0,138.8942916,danhong,,
97,0,0,0,0,3,0,0,0,158.2967816,danhong,,
1,7,48,43,0,1,0,0,0,174.7018515,danhong,,
24,37,32,6,0,1,0,0,0,150.9193631,danhong,,
43,22,2,0,0,10,0,0,23,166.7455509,danhong,,
6,33,47,8,0,6,1,0,0,149.0379501,danhong,,
0,6,52,41,0,2,0,0,0,171.0205391,danhong,,
0,5,48,12,0,3,33,0,0,118.2206907,danhong,,
7,24,46,11,0,5,8,0,0,130.4410895,danhong,,
55,23,17,1,0,3,0,0,1,143.533962,danhong,,
29,44,19,0,0,7,1,0,0,122.6382772,danhong,,
6,52,32,3,0,7,0,0,0,155.7385452,danhong,,
25,34,31,6,0,1,2,0,0,134.3007138,danhong,,
27,52,18,0,0,3,0,0,0,147.1722686,danhong,,
33,30,20,7,0,1,8,0,0,179.4987871,danhong,,
45,33,14,2,0,0,0,0,6,141.7976535,danhong,,
22,74,2,0,0,0,1,0,0,165.5361549,danhong,,
51,40,8,0,0,0,0,0,1,168.3534106,danhong,,
9,0,0,0,0,0,91,0,0,142.6097697,danhong,,
0,31,48,18,0,1,3,0,0,161.7196232,danhong,,
36,46,13,3,0,2,0,0,0,149.0745981,danhong,,
23,67,9,1,0,0,0,0,0,167.3743373,danhong,,
56,34,9,0,0,0,0,0,0,177.9835528,danhong,,
24,58,13,0,0,6,0,0,0,173.4656389,danhong,,
37,41,18,0,0,0,4,0,0,176.8290549,danhong,,
0,16,50,19,0,6,10,0,0,154.7355036,danhong,,
41,58,1,0,0,0,0,0,0,161.5320497,danhong,,
66,34,0,0,0,0,0,0,0,181.193071,danhong,,
26,58,13,0,0,3,0,0,0,178.764364,danhong,,
38,26,23,10,0,3,0,0,0,144.2172873,danhong,,
0,0,46,27,0,0,26,0,0,166.3720141,danhong,,
0,17,59,9,0,10,5,0,0,120.0145103,danhong,,
36,40,22,2,0,0,0,0,0,134.3618505,danhong,,
45,28,4,0,0,8,0,0,15,135.4008503,danhong,,
1,21,52,14,0,12,0,0,0,126.8642144,danhong,,
57,29,12,0,0,3,0,0,0,156.6144827,danhong,,
0,0,0,0,0,0,100,0,0,131.6765876,danhong,,
46,30,11,4,0,7,0,0,1,135.2215372,danhong,,
0,4,23,26,0,5,42,0,0,132.0487924,danhong,,
2,57,39,2,0,0,0,0,0,168.6039886,danhong,,
1,41,38,6,0,1,13,0,0,162.3409552,danhong,,
4,20,21,0,0,55,0,0,0,90.85856304,danhong,,
19,37,8,0,0,36,0,0,0,108.3952374,danhong,,
4,59,32,1,0,5,1,0,0,174.8634856,danhong,,
67,33,0,0,0,0,0,0,0,210.4725502,danhong,,
10,51,34,4,0,0,0,0,1,204.9356028,danhong,,
38,51,6,0,0,4,1,0,0,165.7737826,danhong,,
18,25,32,19,0,6,0,0,0,150.76888,danhong,,
0,39,53,3,0,5,0,0,0,151.6545261,danhong,,
0,5,50,8,0,0,37,0,0,187.0309833,danhong,,
53,42,5,0,0,0,0,0,0,177.5131766,danhong,,
21,49,15,1,0,11,3,0,0,130.2561275,danhong,,
52,24,23,1,0,0,0,0,0,165.2619361,danhong,,
0,0,34,27,0,0,40,0,0,178.1003571,danhong,,
0,20,51,1,0,0,28,0,0,188.5720256,danhong,,
90,8,1,0,0,1,0,0,0,149.7712862,danhong,,
21,24,23,27,0,5,0,0,0,130.0507803,danhong,,
15,42,32,7,0,4,0,0,0,115.7179419,danhong,,
23,49,23,3,0,2,0,0,0,149.5366511,danhong,,
52,42,5,0,0,1,0,0,0,135.3418917,danhong,,
40,51,3,0,0,0,0,1,5,150.2271757,danhong,,
14,38,26,11,1,8,3,0,0,187.0825869,danhong,,
97,3,0,0,0,0,0,0,0,198.9171916,danhong,,
0,14,76,8,0,1,0,0,0,199.6419623,danhong,,
41,37,21,1,0,0,0,0,0,166.9530023,danhong,,
15,57,26,1,0,0,0,0,0,166.656081,danhong,,
1,32,53,14,0,0,0,0,0,169.1014657,danhong,,
46,31,16,6,0,0,0,0,0,174.4260805,danhong,,
0,1,48,8,0,1,43,0,0,144.2784657,danhong,,
9,31,36,13,0,10,0,0,0,184.0254948,danhong,,
21,17,21,18,0,19,0,0,3,136.1516121,danhong,,
35,32,23,4,0,0,0,0,6,127.9147952,danhong,,
1,38,46,14,0,1,0,0,0,195.0071713,danhong,,
57,41,2,0,0,0,0,0,0,137.0464095,danhong,,
0,1,22,16,0,4,57,0,0,160.3495358,danhong,,
14,42,14,1,0,6,0,8,15,111.7917044,danhong,,
20,32,30,16,0,2,0,0,0,173.9362801,danhong,,
35,51,11,0,0,0,1,0,0,155.8820682,danhong,,
4,15,56,22,0,3,0,0,0,143.308799,danhong,,
42,51,5,0,0,2,1,0,0,175.0656665,danhong,,
41,37,17,2,0,2,0,0,0,156.1406678,danhong,,
56,44,0,0,0,0,0,0,0,171.004717,danhong,,
27,16,0,0,0,12,0,5,40,129.0606755,danhong,,
7,35,40,10,0,5,3,0,0,137.7610468,danhong,,
0,1,48,20,0,0,31,0,0,159.3246031,danhong,,
90,7,1,1,0,1,0,0,0,166.3170978,danhong,,
0,39,59,0,0,1,0,0,0,173.1813577,danhong,,
62,36,2,0,0,0,0,0,0,219.3313617,danhong,,
0,0,12,0,0,0,88,0,0,172.0129515,danhong,,
1,24,40,0,0,0,35,0,0,173.2333333,danhong,,
55,12,0,0,0,32,2,0,0,124.1456543,danhong,,
63,31,6,0,0,0,0,0,0,139.6835775,danhong,,
34,28,8,0,0,0,0,0,29,187.6894109,danhong,,
25,48,20,2,0,5,0,0,0,161.6095067,danhong,,
62,33,2,0,0,3,0,0,0,156.9756676,danhong,,
50,33,11,0,0,3,0,0,2,175.9474682,danhong,,
11,34,32,19,0,4,0,0,0,136.8595023,danhong,,
35,27,23,13,0,2,0,0,0,136.1603602,danhong,,
13,48,31,2,0,2,4,0,0,120.3526529,danhong,,
19,62,16,0,0,2,0,0,0,169.5315657,danhong,,
19,13,21,1,0,0,45,0,0,136.8272453,danhong,,
25,31,27,17,0,0,0,0,0,182.1868981,danhong,,
40,55,3,0,0,1,0,0,0,134.1310901,danhong,,
48,35,9,1,0,3,5,0,0,146.440925,danhong,,
0,8,66,16,0,7,3,0,0,144.8369565,danhong,,
12,33,45,8,0,1,0,0,0,171.7773134,danhong,,
21,32,4,0,0,44,0,0,0,115.5418701,danhong,,
32,25,22,17,0,3,0,0,0,146.6998688,danhong,,
28,52,18,1,0,0,0,0,0,163.8765055,danhong,,
24,45,25,1,0,0,5,0,0,139.9897585,danhong,,
40,42,10,2,0,5,0,0,1,160.7258302,danhong,,
3,10,29,58,0,0,0,0,0,153.7715954,danhong,,
4,28,52,10,0,6,0,0,0,160.6286291,danhong,,
30,40,30,0,0,1,0,0,0,149.2608659,danhong,,
37,27,8,0,0,0,0,0,27,188.7718949,danhong,,
7,64,28,1,0,0,0,0,0,203.4421649,danhong,,
58,38,4,0,0,0,0,0,0,160.8651291,danhong,,
15,47,18,1,0,20,0,0,0,167.8649929,danhong,,
14,57,29,0,0,0,0,0,0,174.7538873,danhong,,
0,14,31,6,0,2,47,0,0,145.2152501,danhong,,
31,39,16,1,0,12,2,0,0,151.2584508,danhong,,
4,15,36,16,0,27,2,0,0,132.7233771,danhong,,
52,36,5,0,0,6,1,0,0,104.5975846,danhong,,
0,8,83,6,0,2,0,0,0,155.1970441,danhong,,
0,34,45,19,2,1,0,0,0,194.8672374,danhong,,
85,13,0,0,0,2,0,0,1,168.7080971,danhong,,
58,34,4,0,0,3,1,0,0,178.5373544,danhong,,
29,64,6,0,0,1,0,0,0,178.2584906,danhong,,
38,33,13,7,0,9,0,0,0,174.4751397,danhong,,
28,46,21,1,0,1,3,0,0,154.8093296,danhong,,
7,48,37,7,0,0,1,0,0,176.5265998,danhong,,
58,29,8,0,0,4,0,0,0,133.6789447,danhong,,
19,35,45,0,0,1,0,0,0,175.5830535,danhong,,
4,57,31,7,0,1,0,0,0,150.0749391,danhong,,
7,51,37,2,0,3,0,0,0,155.6198219,danhong,,
0,7,51,18,3,9,12,0,0,147.2420499,danhong,,
4,50,41,3,0,1,0,0,0,142.6047408,danhong,,
6,17,37,27,0,13,0,0,0,138.7888363,danhong,,
36,45,15,0,0,0,0,0,4,154.0954006,danhong,,
37,35,22,4,0,2,0,0,0,147.248495,danhong,,
44,31,17,2,0,0,0,0,6,153.0718029,danhong,,
5,30,23,17,0,12,0,0,13,125.8114387,danhong,,
0,7,51,38,0,4,0,0,0,109.213073,danhong,,
0,0,26,18,1,3,51,0,0,150.6082101,danhong,,
23,34,37,4,0,1,0,0,0,119.2832043,danhong,,
0,1,35,23,0,1,39,0,0,160.6092943,danhong,,
0,1,32,57,0,7,3,0,0,135.6540453,danhong,,
8,34,39,12,0,7,0,0,0,140.6871029,danhong,,
39,33,16,2,0,5,5,0,0,154.3218258,danhong,,
43,43,5,0,0,10,0,0,0,131.577349,danhong,,
52,42,5,1,0,0,0,0,0,178.2779921,danhong,,
1,20,46,12,0,0,20,0,0,139.7068392,danhong,,
57,32,7,0,0,4,0,0,0,149.1311322,danhong,,
18,44,18,4,0,16,0,0,0,144.4486001,danhong,,
44,27,18,3,0,0,0,0,7,153.9520963,danhong,,
22,16,17,16,0,7,22,0,0,142.9264776,danhong,,
0,34,28,32,0,1,5,0,0,134.1424883,danhong,,
0,0,2,67,0,2,29,0,0,143.4621942,danhong,,
13,61,19,3,0,3,0,0,0,147.2201748,danhong,,
16,49,34,0,0,1,1,0,0,148.3046449,danhong,,
18,52,29,0,0,1,1,0,0,152.5066166,danhong,,
27,25,16,6,0,17,1,0,9,120.4277585,danhong,,
0,9,27,56,0,8,0,0,0,102.620637,danhong,,
71,24,1,0,0,0,0,0,4,147.301381,danhong,,
29,49,13,6,0,3,0,0,0,152.6030323,danhong,,
6,11,55,23,0,4,0,0,0,177.4914668,danhong,,
22,24,29,15,0,3,0,0,6,151.8763991,danhong,,
57,7,2,1,0,8,0,0,24,140.8332388,danhong,,
7,48,36,4,0,4,0,0,0,155.4759636,danhong,,
11,10,16,20,8,35,0,0,0,113.8919398,danhong,,
18,24,34,12,1,11,0,0,0,199.973588,danhong,,
35,22,22,17,0,4,0,0,0,125.5730972,danhong,,
35,48,11,2,0,4,0,0,0,159.9835874,danhong,,
0,4,71,24,0,0,0,0,0,203.2656065,danhong,,
26,27,21,21,0,0,0,0,4,160.8871693,danhong,,
0,2,26,33,0,9,30,0,0,153.0865606,danhong,,
36,24,13,6,1,16,0,0,4,144.9819774,danhong,,
15,42,29,2,0,12,0,0,0,107.1265784,danhong,,
20,57,22,0,0,1,0,0,0,139.5009123,danhong,,
4,15,58,16,0,4,3,0,0,195.5177851,danhong,,
0,14,80,5,0,1,0,0,0,172.0046469,danhong,,
0,7,67,26,0,0,0,0,0,160.6441831,danhong,,
21,56,17,3,0,3,0,0,0,154.3703292,danhong,,
37,42,16,2,0,2,0,0,0,167.6592126,danhong,,
0,1,70,29,0,0,0,0,0,167.1825889,danhong,,
0,5,66,28,0,1,0,0,0,154.3519082,danhong,,
12,49,31,8,0,0,0,0,0,154.9147226,danhong,,
41,24,9,2,0,24,0,0,0,148.8818592,danhong,,
0,4,61,31,0,4,0,0,0,143.9757651,danhong,,
3,45,44,9,0,0,0,0,0,158.731284,danhong,,
0,33,39,21,0,6,0,0,0,131.6044967,danhong,,
5,39,32,21,0,2,0,0,0,149.4038528,danhong,,
0,1,38,42,0,0,19,0,0,162.7900954,danhong,,
0,16,64,20,0,0,0,0,0,161.8323126,danhong,,
0,9,64,21,0,5,0,0,0,171.2571029,danhong,,
0,3,73,23,0,0,0,0,0,160.6991869,danhong,,
5,56,31,3,0,2,0,1,2,136.2262412,danhong,,
28,56,15,0,0,1,0,0,0,142.2423097,danhong,,
28,56,11,3,0,2,0,0,0,155.7898356,danhong,,
17,64,15,2,0,1,0,0,0,172.138891,danhong,,
0,28,53,17,0,1,0,0,0,153.4035206,danhong,,
8,45,35,12,0,1,0,0,0,143.3498191,danhong,,
0,25,56,15,0,4,0,0,0,135.7143624,danhong,,
0,8,51,39,0,1,1,0,0,146.1996775,danhong,,
27,32,19,13,0,6,3,0,0,132.4300444,danhong,,
2,30,47,19,0,2,0,0,0,149.0982921,danhong,,
1,33,36,26,0,4,0,0,0,149.3030682,danhong,,
43,28,21,8,0,0,0,0,0,149.8423926,danhong,,
2,28,35,33,0,1,1,0,0,137.3121433,danhong,,
22,34,20,24,0,0,0,0,0,144.6980871,danhong,,
0,33,53,13,0,2,0,0,0,154.9162077,danhong,,
55,30,8,2,0,5,0,0,0,134.7625118,danhong,,
52,34,8,2,0,2,1,0,0,133.6065744,danhong,,
5,51,34,9,0,1,1,0,0,142.3227264,danhong,,
28,32,21,18,0,3,0,0,0,146.6311912,danhong,,
4,46,31,18,0,0,0,0,0,159.4618714,danhong,,
17,43,27,12,0,2,0,0,0,134.1900912,danhong,,
1,32,58,9,0,0,0,0,0,156.0002067,danhong,,
0,13,67,20,0,0,0,0,0,157.6297438,danhong,,
0,11,57,21,0,4,6,0,0,133.6629884,danhong,,
0,7,41,46,0,4,1,0,0,129.8177329,danhong,,
0,22,54,23,0,1,0,0,0,148.848108,danhong,,
0,21,67,10,0,2,0,0,0,150.0814916,danhong,,
1,18,60,19,0,1,0,0,0,151.9498796,danhong,,
0,9,86,5,0,0,0,0,0,154.0236591,danhong,,
39,28,2,0,0,31,0,0,0,133.276378,danhong,,
5,53,36,3,0,1,3,0,0,135.9514682,danhong,,
2,44,42,10,0,2,0,0,0,158.1440978,danhong,,
0,8,61,31,0,0,0,0,0,158.432749,danhong,,
1,51,35,2,0,3,8,0,0,156.0316979,danhong,,
6,69,22,3,0,1,0,0,0,162.9242636,danhong,,
0,1,53,46,1,0,0,0,0,174.7218515,danhong,,
12,52,30,4,0,3,0,0,0,154.6921306,danhong,,
