danbai,dan,danhong,hong,jiang,anhong,honghuang,qingzi,danzi,brightness,label,,
2,20,71,6,0,1,0,0,0,170.6776838,danhong,,
5,26,57,9,0,3,0,0,0,168.2525758,danhong,,
4,54,29,4,0,1,8,0,0,146.6753361,danhong,,
13,61,23,0,0,2,1,0,0,167.4287789,danhong,,
4,32,55,8,0,1,0,0,0,184.7378904,danhong,,
10,36,34,16,0,4,0,0,0,138.6060121,danhong,,
10,24,43,7,0,0,17,0,0,137.376193,danhong,,
0,0,0,2,0,0,98,0,0,167.6785488,danhong,,
0,0,10,0,0,1,89,0,0,128.1395239,danhong,,
25,62,12,1,0,0,0,0,0,171.7877138,danhong,,
11,52,36,0,0,1,0,0,0,205.4674304,danhong,,
28,58,6,0,0,7,0,0,0,127.2700983,danhong,,
76,17,1,0,0,6,0,0,0,98.80271986,danhong,,
14,55,19,8,0,4,0,0,0,140.4819994,danhong,,
33,30,28,8,0,0,0,0,0,165.3111111,danhong,,
30,35,34,1,0,0,0,0,0,176.3633869,danhong,,
10,57,27,0,0,5,0,0,0,146.1264524,danhong,,
5,34,50,1,0,10,1,0,0,95.70537766,danhong,,
48,37,8,0,0,6,0,0,0,143.6738192,danhong,,
0,1,45,31,0,2,22,0,0,152.4896839,danhong,,
3,44,50,2,0,2,0,0,0,144.6329066,danhong,,
4,2,11,29,0,8,46,0,0,94.26488714,danhong,,
9,23,22,32,0,14,0,0,0,140.6085211,danhong,,
73,19,6,0,0,1,0,0,0,171.7398145,danhong,,
0,10,57,29,0,1,3,0,0,145.932192,danhong,,
58,27,12,2,0,1,0,0,0,140.8271723,danhong,,
2,57,39,2,0,0,1,0,0,145.121701,danhong,,
47,26,12,1,0,15,0,0,0,124.6212992,danhong,,
38,46,16,0,0,0,0,0,0,140.5678163,danhong,,
0,15,25,41,0,1,18,0,0,159.1780038,danhong,,
55,30,0,0,0,3,0,0,12,139.9185813,danhong,,
3,48,11,0,0,0,0,3,34,179.479482,danhong,,
1,33,38,23,0,5,0,0,0,136.7262964,danhong,,
47,26,17,6,0,4,0,0,0,168.2771441,danhong,,
48,35,12,0,0,5,0,0,0,127.9872548,danhong,,
0,16,21,52,0,1,10,0,0,147.3149942,danhong,,
0,4,18,4,0,0,74,0,0,160.2440944,danhong,,
42,51,5,0,0,2,0,0,0,130.3195777,danhong,,
45,54,1,0,0,0,0,0,0,170.1004548,danhong,,
39,36,4,0,0,20,1,0,0,138.7219625,danhong,,
47,40,2,0,0,11,0,0,0,115.8669148,danhong,,
0,20,64,10,0,6,0,0,0,144.2345269,danhong,,
63,20,12,2,0,1,0,0,1,135.7305818,danhong,,
0,0,5,42,0,3,50,0,0,148.4063809,danhong,,
6,32,44,4,0,2,11,0,0,132.2568023,danhong,,
6,39,47,4,0,2,2,0,0,154.7203426,danhong,,
2,63,32,1,0,2,0,0,0,167.4500729,danhong,,
0,1,63,10,0,0,26,0,0,167.8114118,danhong,,
4,58,34,2,0,2,0,0,0,167.0519284,danhong,,
36,40,4,0,0,0,0,0,19,114.6761093,danhong,,
0,0,64,17,0,2,18,0,0,182.4820711,danhong,,
9,25,34,24,0,6,1,0,0,120.1257891,danhong,,
64,33,3,0,0,0,0,0,0,158.5943362,danhong,,
0,10,83,4,0,2,0,0,0,182.6585529,danhong,,
28,45,8,0,0,3,0,0,15,182.6636337,danhong,,
7,25,37,29,2,0,1,0,0,141.7120035,danhong,,
0,0,22,16,0,4,57,0,0,160.4790123,danhong,,
12,29,29,27,0,4,0,0,0,137.7091053,danhong,,
0,8,53,27,0,4,8,0,0,144.5253333,danhong,,
26,25,18,7,0,17,0,0,7,120.1502573,danhong,,
0,15,56,28,0,0,0,0,0,166.5335572,danhong,,
7,41,31,15,0,0,5,0,0,166.9344679,danhong,,
0,8,50,41,0,0,0,0,0,163.4584011,danhong,,
8,52,34,6,0,0,0,0,0,154.7094726,danhong,,
0,2,53,9,0,2,33,0,0,158.3089469,danhong,,
0,0,3,16,0,0,80,0,0,153.6944123,danhong,,
23,30,18,9,0,6,14,0,0,149.9082455,danhong,,
32,22,15,9,0,22,1,0,0,127.2150524,danhong,,
4,42,48,5,0,1,0,0,0,142.9066852,danhong,,
0,0,1,0,4,0,96,0,0,146.8704367,danhong,,
0,0,13,31,0,3,54,0,0,152.5543909,danhong,,
0,36,59,1,0,0,0,2,1,166.5799478,danhong,,
31,46,19,4,0,0,0,0,0,163.1669919,danhong,,
48,43,7,0,0,0,2,0,0,149.601105,danhong,,
7,48,36,4,0,4,0,0,0,155.4759636,danhong,,
0,1,47,8,0,0,43,0,0,144.0817555,danhong,,
22,46,28,4,0,1,0,0,0,134.5851673,danhong,,
0,13,60,10,0,1,16,0,0,169.9293686,danhong,,
40,32,14,1,0,13,0,0,0,155.9886225,danhong,,
11,26,43,16,0,5,0,0,0,186.6500273,danhong,,
17,29,31,11,0,3,9,0,0,140.682974,danhong,,
28,59,12,0,0,1,0,0,0,186.3752404,danhong,,
0,0,63,16,0,0,20,0,0,193.7714104,danhong,,
17,35,24,9,0,14,0,0,0,176.3703323,danhong,,
20,38,33,7,0,1,1,0,0,167.4986834,danhong,,
0,0,15,7,0,0,78,0,0,166.5457195,danhong,,
4,53,27,11,0,4,0,0,0,136.6413821,danhong,,
0,0,41,6,0,0,53,0,0,161.5876816,danhong,,
42,45,9,1,0,3,0,0,0,147.3184384,danhong,,
58,22,6,2,0,12,0,0,0,140.0739225,danhong,,
81,14,2,3,0,0,0,0,0,128.0285269,danhong,,
43,32,13,5,0,2,0,0,5,121.6076175,danhong,,
0,1,20,25,0,0,54,0,0,123.1270472,danhong,,
14,17,35,5,0,2,26,0,0,157.0357106,danhong,,
39,28,2,0,0,31,0,0,0,133.3115509,danhong,,
6,56,31,3,0,3,0,0,0,181.2374697,danhong,,
0,0,16,48,0,16,21,0,0,115.0237875,hong,,
0,0,1,77,5,6,11,0,0,121.0918228,hong,,
0,3,38,52,7,0,0,0,0,199.429909,hong,,
0,0,34,64,0,0,2,0,0,137.9547161,hong,,
0,0,29,69,1,0,1,0,0,182.4012097,hong,,
3,8,27,55,4,1,2,0,0,181.0252957,hong,,
30,37,21,2,0,2,8,0,0,120.8640577,hong,,
0,1,43,32,0,0,24,0,0,151.9437809,hong,,
0,2,23,66,7,2,1,0,0,171.3738408,hong,,
24,44,24,6,0,3,0,0,0,135.5251544,hong,,
0,1,14,73,10,2,0,0,0,129.2461633,hong,,
2,13,21,56,6,0,0,0,0,132.5618569,hong,,
0,0,9,39,0,0,51,0,0,135.1669406,hong,,
41,31,7,1,0,2,0,0,17,151.2547109,hong,,
0,0,8,44,0,0,48,0,0,162.9568981,hong,,
0,0,3,12,0,0,85,0,0,164.3185845,hong,,
40,39,11,0,0,0,0,0,10,153.9003357,hong,,
35,33,7,0,0,22,0,0,3,110.8351301,hong,,
1,16,39,40,0,5,0,0,0,110.5316747,hong,,
22,27,35,16,0,0,1,0,0,164.0695951,hong,,
30,18,12,39,0,0,0,0,0,167.0102348,hong,,
23,26,22,18,1,7,0,0,3,134.1796245,hong,,
2,2,35,59,0,0,1,0,0,179.2797226,hong,,
10,34,38,18,0,0,0,0,0,187.9426399,hong,,
0,22,30,41,1,0,5,0,0,173.4239882,hong,,
0,0,33,58,6,0,3,0,0,177.3441681,hong,,
37,15,8,26,1,12,0,0,1,124.8044417,hong,,
0,8,38,43,0,0,11,0,0,140.5991576,hong,,
0,3,55,39,0,3,0,0,0,142.1745833,hong,,
0,2,23,50,0,0,25,0,0,129.4144834,hong,,
0,0,1,43,1,0,55,0,0,174.4223373,hong,,
0,1,5,89,0,5,0,0,0,131.4573654,hong,,
23,26,32,17,0,2,1,0,0,163.883716,hong,,
19,37,30,12,0,1,0,0,0,147.7035816,hong,,
8,35,18,36,0,3,0,0,0,107.2374733,hong,,
12,15,12,21,0,22,18,0,0,110.1418061,hong,,
6,10,12,34,0,38,0,0,0,128.1381811,hong,,
6,15,27,52,0,0,0,0,0,145.4886559,hong,,
2,24,30,40,0,3,0,0,0,134.5186668,hong,,
18,47,13,21,0,0,0,0,0,128.3935009,hong,,
14,40,32,11,0,2,2,0,0,123.8819968,hong,,
30,28,17,11,0,10,0,0,4,175.5519036,hong,,
0,9,42,49,0,0,0,0,0,188.4115465,hong,,
1,16,58,25,0,0,0,0,0,186.743855,hong,,
0,0,3,88,2,3,4,0,0,115.0081063,hong,,
0,8,37,43,2,1,9,0,0,116.4297454,hong,,
27,36,14,0,0,0,0,0,22,166.9090417,hong,,
42,23,23,12,0,1,0,0,0,108.7365503,hong,,
0,1,8,81,0,4,7,0,0,129.4895789,hong,,
9,19,34,16,0,5,0,7,10,179.2221868,hong,,
37,29,17,6,0,12,0,0,0,118.3548202,hong,,
14,43,10,1,0,7,0,1,24,129.2724224,hong,,
6,6,16,27,1,42,2,0,0,116.8605181,hong,,
7,56,28,9,0,0,0,0,0,148.5514621,hong,,
0,13,55,31,0,1,0,0,0,168.4607061,hong,,
0,1,29,60,10,0,0,0,0,138.9623405,hong,,
0,0,18,51,1,0,31,0,0,186.0928076,hong,,
0,3,30,62,1,4,0,0,0,127.9996366,hong,,
63,23,4,0,0,9,0,0,1,130.5840853,hong,,
43,26,29,1,0,1,0,0,0,181.1203705,hong,,
0,8,63,15,0,1,11,0,0,167.5180097,hong,,
0,0,32,29,0,0,39,0,0,174.92506,hong,,
8,20,21,47,0,3,0,0,1,121.6756722,hong,,
0,0,8,81,2,4,4,0,0,104.9839918,hong,,
0,0,12,75,1,9,3,0,0,122.8028358,hong,,
2,18,34,39,2,5,0,0,0,150.3908009,hong,,
12,35,32,9,0,1,9,0,2,160.9558278,hong,,
2,25,45,26,0,2,0,0,0,174.6046898,hong,,
0,3,24,38,0,1,33,0,0,120.9279141,hong,,
0,2,31,65,0,0,2,0,0,132.7812924,hong,,
0,7,17,65,0,11,0,0,0,109.3775401,hong,,
0,0,2,72,6,20,0,0,0,82.95118398,hong,,
1,20,40,36,1,2,0,0,0,154.3767728,hong,,
0,0,18,25,0,0,58,0,0,160.4847972,hong,,
0,12,60,27,0,0,0,0,0,161.7602278,hong,,
58,25,11,4,0,3,0,0,0,164.0642377,hong,,
0,0,27,50,1,22,0,0,0,134.191607,hong,,
31,34,11,5,0,0,0,0,18,186.4034625,hong,,
0,0,7,8,0,0,84,0,0,166.9937483,hong,,
2,5,26,66,1,0,0,0,0,176.6804246,hong,,
0,8,46,45,0,2,0,0,0,146.352462,hong,,
0,11,51,38,0,0,0,0,0,158.2760728,hong,,
1,16,39,32,0,7,4,0,0,134.0927061,hong,,
11,17,37,31,0,4,0,0,1,134.423255,hong,,
2,4,28,63,0,3,1,0,0,174.7565795,hong,,
1,3,36,51,1,2,7,0,0,185.1204452,hong,,
0,0,31,11,0,0,58,0,0,154.3033807,hong,,
0,0,9,91,0,0,0,0,0,147.1237545,hong,,
14,57,27,2,0,1,0,0,0,165.4588688,hong,,
0,0,12,83,1,4,0,0,0,141.2880924,hong,,
0,38,45,7,0,8,2,0,0,130.9754805,hong,,
0,0,2,69,20,1,8,0,0,137.998703,hong,,
0,0,3,52,45,0,0,0,0,124.9536291,hong,,
0,8,44,45,0,3,0,0,0,105.1132976,hong,,
0,0,8,56,0,0,36,0,0,140.1253727,hong,,
0,15,38,44,3,0,0,0,0,170.1530655,hong,,
27,36,17,13,1,7,0,0,0,128.8457039,hong,,
1,10,40,42,0,3,4,0,0,131.4543452,hong,,
0,0,12,25,0,0,63,0,0,153.7403258,hong,,
0,0,4,22,0,0,75,0,0,162.584733,hong,,
0,1,12,79,0,8,0,0,0,97.49490522,hong,,
0,3,29,56,0,11,0,0,0,126.5698923,hong,,
0,0,12,65,0,2,21,0,0,130.0575301,hong,,
0,0,0,6,23,1,69,0,0,86.40782312,hong,,
1,10,52,20,0,3,14,0,0,169.1339035,hong,,
0,2,41,56,0,1,1,0,0,163.6977152,hong,,
39,19,17,24,0,0,0,0,0,149.6946688,hong,,
0,0,32,64,4,0,0,0,0,146.3357606,hong,,
0,6,40,48,6,0,0,0,0,151.6071231,hong,,
0,0,0,0,22,0,78,0,0,113.3545542,hong,,
0,9,26,55,0,9,0,0,0,102.0428981,hong,,
0,10,19,54,0,16,1,0,0,105.6487061,hong,,
0,0,22,76,0,2,0,0,0,160.322447,hong,,
0,6,47,12,0,1,35,0,0,126.489028,hong,,
0,1,3,69,3,1,23,0,0,115.6693985,hong,,
0,0,25,70,2,0,2,0,0,211.4422531,hong,,
35,36,18,8,0,3,0,0,0,157.8181066,hong,,
0,0,24,48,0,0,28,0,0,108.7276971,hong,,
0,1,22,62,0,14,0,0,0,115.5730065,hong,,
1,10,29,30,0,1,28,0,0,122.6879608,hong,,
28,41,25,4,0,2,0,0,0,160.3818542,hong,,
9,23,35,28,0,4,0,0,0,165.4414284,hong,,
0,2,17,76,0,5,0,0,0,161.8644622,hong,,
2,15,41,22,0,3,17,0,0,121.2717104,hong,,
0,0,10,37,0,0,54,0,0,168.2403265,hong,,
0,9,21,64,0,5,2,0,0,121.5059275,hong,,
5,28,33,27,1,6,0,0,0,168.2280631,hong,,
0,0,29,58,11,1,0,0,0,124.2860353,hong,,
0,27,51,18,0,3,0,0,0,157.3147439,hong,,
3,6,23,61,0,1,5,0,0,170.6759948,hong,,
38,28,26,7,0,0,0,0,0,135.7510577,hong,,
26,36,29,8,0,1,0,0,0,135.1014094,hong,,
0,6,42,50,0,1,0,0,0,135.368989,hong,,
12,25,25,25,0,3,0,0,10,143.8144456,hong,,
21,21,25,26,0,4,2,0,0,176.6647271,hong,,
0,0,17,18,0,0,65,0,0,169.4505901,hong,,
3,11,32,46,0,5,2,0,0,108.7488993,hong,,
0,4,31,60,0,5,1,0,0,131.6352666,hong,,
0,0,23,50,0,4,23,0,0,145.1801178,hong,,
0,1,60,31,0,0,8,0,0,184.3196015,hong,,
0,34,27,30,0,7,1,0,0,112.8299509,hong,,
0,1,60,31,0,0,8,0,0,184.3196015,hong,,
0,2,40,36,0,1,22,0,0,162.633362,hong,,
0,3,58,35,0,3,0,0,0,166.0241116,hong,,
0,0,16,80,0,4,0,0,0,121.5097011,hong,,
0,13,56,28,0,4,0,0,0,153.7377995,hong,,
17,33,30,16,0,5,0,0,0,132.2876473,hong,,
2,58,26,2,0,1,12,0,0,150.9406068,hong,,
3,7,24,59,0,4,2,0,0,123.1146984,hong,,
0,5,22,35,0,9,29,0,0,111.0904486,hong,,
0,0,43,52,0,2,4,0,0,173.582676,hong,,
0,0,9,64,0,5,22,0,0,126.5347843,hong,,
0,0,6,56,0,0,38,0,0,144.9947037,hong,,
0,1,24,70,0,2,3,0,0,154.6777289,hong,,
3,19,22,36,0,16,4,0,0,108.0099984,hong,,
2,25,29,42,0,3,0,0,0,134.6123814,hong,,
0,3,32,45,0,0,19,0,0,161.750584,hong,,
0,0,35,21,0,6,39,0,0,157.1644971,hong,,
38,27,17,17,0,0,1,0,0,130.0959982,hong,,
3,12,21,63,0,1,0,0,0,135.4018709,hong,,
0,4,34,60,0,1,0,0,0,149.6486144,hong,,
0,2,16,69,9,4,0,0,0,107.2325768,hong,,
0,0,0,80,2,0,18,0,0,139.9419589,hong,,
0,1,18,70,0,11,1,0,0,119.3916425,hong,,
4,18,14,34,4,3,23,0,0,106.6721401,hong,,
6,41,31,21,0,2,0,0,0,151.7826145,hong,,
15,32,16,34,0,4,0,0,0,131.8101018,hong,,
30,22,21,14,0,7,0,0,6,114.9835178,hong,,
16,28,36,5,0,15,0,0,0,183.2004275,hong,,
1,27,63,5,0,1,4,0,0,114.6176737,hong,,
0,0,20,75,0,3,2,0,0,139.3258079,hong,,
2,11,28,40,0,19,0,0,0,136.1838584,hong,,
0,1,32,66,0,1,0,0,0,137.7932958,hong,,
0,0,2,67,0,0,30,0,0,135.8465566,hong,,
0,0,20,76,0,2,2,0,0,126.6442326,hong,,
1,11,30,21,0,0,37,0,0,115.9894497,hong,,
52,36,11,0,0,1,0,0,0,152.9549224,hong,,
15,33,27,21,0,3,1,0,0,160.6730249,hong,,
30,21,17,6,0,23,3,0,0,88.95250465,hong,,
9,25,41,16,1,6,3,0,0,142.3576612,hong,,
9,13,13,24,0,41,1,0,0,145.6111468,hong,,
4,23,32,37,3,0,0,0,0,161.2861872,hong,,
0,14,74,10,0,1,0,0,0,177.4882462,hong,,
0,8,42,50,0,0,0,0,0,167.9332431,hong,,
50,34,12,1,0,0,0,0,2,168.72459,hong,,
41,31,14,1,0,13,1,0,0,154.7228153,hong,,
10,29,31,15,0,16,0,0,0,97.653171,hong,,
0,24,38,19,0,0,20,0,0,125.805792,hong,,
0,8,57,21,0,1,13,0,0,181.6083766,hong,,
0,7,61,32,0,0,0,0,0,171.5247776,hong,,
0,0,16,84,0,0,0,0,0,162.8329392,hong,,
0,0,32,67,0,1,0,0,0,159.5642766,hong,,
1,7,22,49,6,12,3,0,0,130.2948605,hong,,
0,2,37,57,0,0,4,0,0,157.9804215,hong,,
0,2,23,68,0,0,7,0,0,170.3448119,hong,,
1,16,36,39,0,8,0,0,0,124.1766088,hong,,
0,2,44,53,0,0,0,0,0,190.3722499,hong,,
0,0,38,59,0,3,0,0,0,156.265211,hong,,
4,22,27,44,0,2,1,0,0,140.3498488,hong,,
0,0,8,87,0,3,2,0,0,150.6448699,hong,,
31,38,20,10,0,0,0,0,0,160.3688724,hong,,
0,0,1,86,1,0,13,0,0,156.438815,hong,,
0,2,35,55,0,6,1,0,0,146.8320772,hong,,
0,2,23,70,3,1,1,0,0,169.5421656,hong,,
0,0,7,82,0,0,9,0,0,135.2944891,hong,,
9,19,23,45,0,2,0,0,1,121.8768465,hong,,
2,13,29,40,0,15,0,0,0,131.1514755,hong,,
0,0,23,76,0,0,0,0,0,211.2684402,hong,,
0,1,26,69,0,2,1,0,0,162.3439244,hong,,
0,0,18,69,5,4,3,0,0,157.3726298,hong,,
0,7,40,45,8,0,0,0,0,151.6210777,hong,,
15,57,10,0,0,18,0,0,0,127.0734929,hong,,
0,2,34,56,6,0,2,0,0,200.2087919,hong,,
7,33,42,14,0,2,0,0,2,165.8040003,hong,,
4,36,38,18,0,1,2,0,0,137.8660932,hong,,
10,38,27,4,0,20,0,0,0,86.41044598,hong,,
30,43,19,4,0,4,0,0,0,152.8229975,hong,,
0,0,5,93,1,0,0,0,0,153.003853,hong,,
0,4,48,46,0,1,0,0,0,157.9650202,hong,,
0,1,24,67,6,2,0,0,0,171.0826915,hong,,
0,0,15,63,20,1,0,0,0,130.4816309,hong,,
1,6,10,24,0,58,0,0,0,81.43511709,hong,,
0,4,30,66,0,0,0,0,0,194.3962437,hong,,
0,1,17,66,0,6,10,0,0,107.0493827,hong,,
2,7,27,54,3,5,2,0,0,119.4075189,hong,,
31,41,14,9,0,5,0,0,0,128.1819791,hong,,
2,5,13,32,0,28,21,0,0,91.56712984,hong,,
1,6,25,57,0,11,0,0,0,115.327666,hong,,
0,1,11,80,0,8,0,0,0,97.30822738,hong,,
0,0,23,50,0,0,27,0,0,126.8175621,hong,,
1,11,31,48,0,8,0,0,0,160.2678972,hong,,
37,34,25,0,0,0,0,0,3,143.4379155,hong,,
2,14,28,34,0,21,0,0,0,147.5143337,hong,,
3,23,35,36,3,1,0,0,0,160.4489246,hong,,
35,27,14,23,0,0,0,0,0,140.2967307,hong,,
1,1,14,52,3,1,29,0,0,113.8775509,hong,,
0,0,12,43,0,0,44,0,0,151.9855839,hong,,
0,6,35,54,0,4,0,0,0,101.0899026,hong,,
0,15,67,16,0,0,2,0,0,166.1068451,hong,,
7,10,12,35,0,37,0,0,0,128.0605436,hong,,
12,29,28,27,0,4,0,0,0,137.8470159,hong,,
0,0,12,66,0,16,7,0,0,107.4120588,hong,,
2,29,41,28,0,1,0,0,0,161.293442,hong,,
0,0,7,85,2,0,6,0,0,151.3344062,hong,,
0,0,11,68,20,0,0,0,0,166.2411199,hong,,
0,1,57,43,0,0,0,0,0,187.6995062,hong,,
0,0,16,67,0,0,17,0,0,188.7418415,hong,,
0,1,45,52,0,1,0,0,0,149.2684539,hong,,
0,0,1,25,0,1,73,0,0,141.0767022,hong,,
0,0,5,51,5,3,36,0,0,120.0697981,hong,,
0,0,45,53,2,0,0,0,0,194.174757,hong,,
8,21,18,38,4,11,0,0,0,116.6449752,hong,,
0,5,39,54,0,2,0,0,0,156.1625614,hong,,
0,0,6,45,0,2,48,0,0,102.9632377,hong,,
30,21,10,32,1,7,0,0,0,116.3527906,hong,,
56,19,7,0,0,7,0,0,11,163.7469485,hong,,
37,18,30,14,0,2,0,0,0,138.1100757,hong,,
0,0,1,70,1,0,28,0,0,138.8327715,hong,,
0,1,29,60,9,0,0,0,0,138.9414757,hong,,
0,1,24,60,0,0,16,0,0,116.0615494,hong,,
0,1,43,40,0,0,16,0,0,157.2841777,hong,,
0,0,0,8,21,6,65,0,0,118.8822555,hong,,
0,2,43,48,0,6,2,0,0,148.0000412,hong,,
1,19,58,17,0,4,0,0,0,164.2917029,hong,,
0,1,12,79,0,7,0,0,0,97.66684663,hong,,
0,8,62,30,0,0,0,0,0,191.0808012,hong,,
0,0,1,37,7,0,55,0,0,122.6816406,hong,,
0,0,2,51,44,3,0,0,0,110.9195595,hong,,
0,1,26,66,5,0,2,0,0,180.3604483,hong,,
0,19,32,42,0,6,0,0,0,128.4579664,hong,,
0,0,0,42,0,0,58,0,0,169.4629065,hong,,
0,18,31,46,4,1,0,0,0,136.6724208,hong,,
0,0,11,50,1,1,36,0,0,133.8135007,hong,,
0,0,6,77,0,3,14,0,0,126.7901976,hong,,
0,0,4,45,1,1,48,0,0,105.2332218,hong,,
14,19,27,17,0,11,0,0,13,159.7155176,hong,,
0,4,50,44,0,2,0,0,0,139.8671208,hong,,
0,13,32,44,0,11,0,0,0,133.4300618,hong,,
4,33,31,30,1,0,0,0,0,145.5596964,hong,,
0,0,0,0,0,0,99,0,0,162.7729608,hong,,
36,20,24,19,0,1,0,0,0,133.9223033,hong,,
11,22,21,43,0,3,0,0,0,146.7892882,hong,,
0,0,14,76,7,1,2,0,0,137.9091336,hong,,
11,29,29,27,0,3,0,0,0,140.868653,hong,,
0,24,36,19,0,0,21,0,0,125.655791,hong,,
5,33,26,28,0,7,1,0,0,134.764111,hong,,
41,19,17,20,1,1,0,0,0,153.3986805,hong,,
2,13,21,47,11,2,4,0,0,144.8066378,hong,,
2,26,51,5,0,17,0,0,0,108.7058744,hong,,
0,10,39,36,0,3,12,0,0,147.9914644,hong,,
4,16,39,34,0,7,0,0,0,136.885602,hong,,
1,7,22,48,6,12,3,0,0,129.4732231,hong,,
0,0,6,90,3,0,1,0,0,178.9112118,hong,,
0,0,0,62,3,0,34,0,0,112.5721828,hong,,
0,4,47,37,0,2,10,0,0,155.7216397,hong,,
0,14,23,54,2,4,4,0,0,118.4947322,hong,,
0,9,38,46,0,6,1,0,0,142.4057444,hong,,
0,3,11,77,7,2,0,0,0,156.4196083,hong,,
0,1,18,75,3,2,1,0,0,143.2566437,hong,,
8,19,26,37,2,6,3,0,0,146.529687,hong,,
0,1,8,57,5,3,26,0,0,124.8032933,hong,,
0,0,1,27,2,2,68,0,0,136.2970489,hong,,
0,0,0,60,0,2,37,0,0,126.6640687,hong,,
1,6,35,47,0,10,0,0,0,138.6746892,hong,,
0,5,24,65,0,5,1,0,0,116.1692876,hong,,
17,43,25,6,0,0,0,0,9,137.1266643,hong,,
0,4,35,37,0,0,24,0,0,148.504037,hong,,
1,9,35,44,0,11,0,0,0,91.21640083,hong,,
0,5,52,39,0,3,1,0,0,153.9770676,hong,,
0,1,49,48,0,0,1,0,0,163.6782872,hong,,
0,20,40,13,0,26,0,0,0,98.07009801,hong,,
0,21,38,6,0,35,0,0,0,80.61227786,hong,,
0,1,32,56,0,5,7,0,0,94.29030572,hong,,
0,1,55,27,0,16,0,0,0,85.91723926,hong,,
0,0,18,74,0,8,0,0,0,98.24049529,hong,,
0,0,48,38,0,1,13,0,0,115.0821062,hong,,
0,0,3,76,0,9,11,0,0,85.10174613,hong,,
0,1,14,78,1,0,7,0,0,139.9756379,hong,,
0,0,7,93,0,0,0,0,0,153.6363986,hong,,
0,0,16,84,0,0,0,0,0,161.6409993,hong,,
0,5,35,51,0,0,8,0,0,152.6571495,hong,,
0,1,15,83,0,0,1,0,0,157.2868922,hong,,
0,0,50,49,0,0,0,0,0,187.6909252,hong,,
0,0,1,82,12,1,4,0,0,139.0885574,hong,,
0,3,45,52,0,0,0,0,0,169.9780533,hong,,
0,0,4,82,13,0,0,0,0,126.7842981,hong,,
0,0,36,63,0,0,0,0,0,179.1720856,hong,,
0,0,14,77,4,1,3,0,0,159.9160555,hong,,
0,4,33,61,2,1,0,0,0,150.323828,hong,,
0,5,43,47,0,0,5,0,0,159.9852364,hong,,
0,0,3,88,9,0,0,0,0,142.2153488,hong,,
0,0,9,49,6,0,37,0,0,116.2648552,hong,,
1,42,48,5,0,4,0,0,0,149.0498242,hong,,
39,33,17,7,0,4,0,0,0,118.504611,hong,,
0,1,46,46,0,2,5,0,0,104.4367118,hong,,
1,14,29,39,1,1,14,0,0,169.4508573,hong,,
1,20,40,35,0,3,0,0,0,116.0225571,hong,,
47,37,10,0,0,3,0,0,2,143.9872616,hong,,
4,25,61,7,0,3,0,0,0,110.9858796,hong,,
0,0,0,5,0,0,94,0,0,148.5744265,hong,,
0,0,0,1,0,0,98,0,0,136.5068593,hong,,
0,40,55,4,0,0,1,0,0,176.6686119,hong,,
0,14,43,43,0,0,0,0,0,128.5260729,hong,,
0,0,1,54,0,3,42,0,0,135.5293589,hong,,
19,22,21,5,0,28,0,0,5,124.1902214,hong,,
42,21,13,19,0,3,0,0,2,130.3972149,hong,,
37,40,10,2,0,11,0,0,1,162.8887485,hong,,
6,20,26,38,2,9,0,0,0,126.0411353,hong,,
0,0,5,52,1,0,42,0,0,149.0775367,hong,,
8,24,26,29,0,9,0,0,4,112.5139484,hong,,
4,37,18,7,0,3,0,4,26,183.6082587,hong,,
0,0,0,10,5,0,85,0,0,129.1844503,hong,,
0,18,29,41,0,2,0,9,1,133.7240569,hong,,
41,47,9,0,0,2,0,0,0,136.0833838,hong,,
68,26,4,1,0,1,0,0,0,150.9726323,hong,,
0,3,54,13,0,0,30,0,0,187.988947,hong,,
0,1,22,67,0,10,0,0,0,109.4176082,hong,,
0,2,62,24,0,12,0,0,0,112.7761027,hong,,
0,15,29,27,0,13,16,0,0,98.95476801,hong,,
0,18,20,45,0,8,8,0,0,141.7101103,hong,,
2,12,24,49,0,0,13,0,0,111.9865815,hong,,
45,34,18,0,0,0,4,0,0,151.6301092,hong,,
0,13,55,31,0,1,0,0,0,168.4607061,hong,,
0,0,36,59,0,5,0,0,0,157.1046237,hong,,
3,22,44,29,0,2,0,0,0,115.4770511,hong,,
0,1,14,83,2,0,0,0,0,145.6828232,hong,,
0,2,11,67,0,5,16,0,0,96.98681656,hong,,
0,2,21,43,0,22,13,0,0,124.1688158,hong,,
0,0,40,58,0,0,0,0,0,169.6296002,hong,,
12,26,26,14,0,0,22,0,0,149.9004899,hong,,
0,1,43,32,0,0,24,0,0,151.9437809,hong,,
0,15,42,27,0,8,8,0,0,136.4442562,hong,,
0,0,26,71,1,0,1,0,0,143.156171,hong,,
0,0,4,80,10,2,4,0,0,131.2715007,hong,,
15,30,19,35,0,0,0,0,0,142.961067,hong,,
20,21,40,19,0,0,0,0,0,166.6812374,hong,,
0,4,34,47,10,1,5,0,0,151.3122279,hong,,
0,0,0,6,1,0,92,0,0,125.5583377,hong,,
0,1,36,56,0,6,1,0,0,109.2933988,hong,,
21,50,21,0,0,7,1,0,0,133.5612567,hong,,
21,55,23,0,0,1,0,0,0,169.1381599,hong,,
0,1,35,57,0,3,3,0,0,126.644154,hong,,
0,7,24,52,0,10,8,0,0,109.7691693,hong,,
